Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer_ID,Country
562560,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,24,05/08/2011 17:12,0.83,14156.0,EIRE
580399,22624,IVORY KITCHEN SCALES,1,04/12/2011 11:45,8.5,13471.0,United Kingdom
537868,21260,FIRST AID TIN,12,08/12/2010 16:49,3.25,12433.0,Norway
578827,22507,MEMO BOARD RETROSPOT  DESIGN,1,25/11/2011 14:25,10.79,,United Kingdom
538660,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,9,13/12/2010 15:37,2.1,15808.0,United Kingdom
563376,23330,DECORATIVE WICKER HEART MEDIUM,4,16/08/2011 10:36,1.25,15752.0,United Kingdom
576087,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,14/11/2011 08:31,3.25,12689.0,France
579525,22941,CHRISTMAS LIGHTS 10 REINDEER,8,30/11/2011 08:23,8.5,15113.0,United Kingdom
580366,22624,IVORY KITCHEN SCALES,1,02/12/2011 16:38,8.5,,United Kingdom
540094,22457,NATURAL SLATE HEART CHALKBOARD ,6,04/01/2011 15:33,2.95,14221.0,United Kingdom
578347,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,24/11/2011 09:26,3.29,,United Kingdom
572552,23284,DOORMAT KEEP CALM AND COME IN,1,24/10/2011 17:07,16.63,14096.0,United Kingdom
570223,20759,CHRYSANTHEMUM POCKET BOOK ,3,09/10/2011 13:11,0.85,15787.0,United Kingdom
562949,22470,HEART OF WICKER LARGE,6,11/08/2011 09:47,2.95,14346.0,United Kingdom
573866,22966,GINGERBREAD MAN COOKIE CUTTER,12,01/11/2011 12:06,1.25,17495.0,United Kingdom
554818,23086,ZINC  STAR T-LIGHT HOLDER ,32,26/05/2011 14:09,1.25,13199.0,United Kingdom
544928,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1,24/02/2011 18:07,1.63,,United Kingdom
539750,84029E,RED WOOLLY HOTTIE WHITE HEART.,215,21/12/2010 15:40,8.47,,United Kingdom
550636,22537,MAGIC DRAWING SLATE DINOSAUR,3,19/04/2011 15:37,0.83,,United Kingdom
580136,22804,PINK HANGING HEART T-LIGHT HOLDER,1,01/12/2011 19:42,2.95,17841.0,United Kingdom
549295,85132A,CHARLIE + LOLA BISCUITS TINS,1,07/04/2011 19:49,5.79,,United Kingdom
581415,22752,SET 7 BABUSHKA NESTING BOXES,12,08/12/2011 14:53,3.95,13269.0,United Kingdom
538157,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,09/12/2010 16:57,2.95,17576.0,United Kingdom
562024,22315,200 RED + WHITE BENDY STRAWS,2,01/08/2011 16:07,2.46,,United Kingdom
578539,21914,BLUE HARMONICA IN BOX ,12,24/11/2011 14:55,1.25,,Unspecified
570458,21159,MOODY BOY  DOOR HANGER ,2,10/10/2011 15:39,0.39,14535.0,United Kingdom
573351,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,30/10/2011 12:34,4.95,13524.0,United Kingdom
566290,22138,BAKING SET 9 PIECE RETROSPOT ,1,11/09/2011 15:24,4.95,14456.0,United Kingdom
576236,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,14/11/2011 13:31,2.95,13755.0,United Kingdom
564536,22435,SET OF 9 HEART SHAPED BALLOONS,10,25/08/2011 15:12,1.25,13159.0,United Kingdom
550620,22138,BAKING SET 9 PIECE RETROSPOT ,3,19/04/2011 13:39,4.95,12585.0,Germany
564191,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1,23/08/2011 16:16,0.83,17315.0,United Kingdom
561605,22846,BREAD BIN DINER STYLE RED ,1,28/07/2011 12:09,16.95,13925.0,United Kingdom
548715,21181,PLEASE ONE PERSON METAL SIGN,2,03/04/2011 15:22,2.1,17758.0,United Kingdom
554151,21558,SKULL LUNCH BOX WITH CUTLERY ,12,23/05/2011 11:07,2.55,14049.0,United Kingdom
550989,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,21/04/2011 18:22,1.65,13969.0,United Kingdom
577768,22978,PANTRY ROLLING PIN,1,21/11/2011 15:18,7.46,,United Kingdom
557502,22990,COTTON APRON PANTRY DESIGN,1,20/06/2011 15:32,10.79,,United Kingdom
537640,21931,JUMBO STORAGE BAG SUKI,20,07/12/2010 15:31,5.06,,United Kingdom
558066,20974,12 PENCILS SMALL TUBE SKULL,10,24/06/2011 15:45,1.25,,United Kingdom
573483,21314,SMALL GLASS HEART TRINKET POT,24,31/10/2011 11:32,2.1,15793.0,United Kingdom
575206,84991,60 TEATIME FAIRY CAKE CASES,48,09/11/2011 10:26,0.42,14298.0,United Kingdom
575034,21947,SET OF 6 HEART CHOPSTICKS,2,08/11/2011 11:38,1.25,15573.0,United Kingdom
575740,23349,ROLL WRAP VINTAGE CHRISTMAS,12,11/11/2011 09:25,1.25,18130.0,United Kingdom
563837,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,19/08/2011 13:03,2.08,15078.0,United Kingdom
564953,22687,DOORMAT CHRISTMAS VILLAGE,2,31/08/2011 13:37,7.95,17588.0,United Kingdom
547687,22083,PAPER CHAIN KIT RETROSPOT,6,24/03/2011 14:52,2.95,15078.0,United Kingdom
566329,21115,ROSE CARAVAN DOORSTOP,1,12/09/2011 12:20,6.75,14527.0,United Kingdom
C575055,23462,ROCOCO WALL MIRROR WHITE,-2,08/11/2011 12:22,19.95,14329.0,United Kingdom
548702,82600,NO SINGING METAL SIGN,3,03/04/2011 11:36,2.1,17085.0,United Kingdom
545408,22367,CHILDRENS APRON SPACEBOY DESIGN,8,02/03/2011 12:10,1.95,15067.0,United Kingdom
548212,23054,RECYCLED ACAPULCO MAT LAVENDER,4,30/03/2011 09:12,8.25,12456.0,Switzerland
543188,22303,COFFEE MUG APPLES DESIGN,6,04/02/2011 11:45,2.55,12567.0,France
561528,23203,JUMBO BAG DOILEY PATTERNS,100,28/07/2011 08:55,1.79,13098.0,United Kingdom
552949,22212,FOUR HOOK  WHITE LOVEBIRDS,1,12/05/2011 12:01,2.1,16033.0,United Kingdom
564432,23170,REGENCY TEA PLATE ROSES ,12,25/08/2011 11:40,1.65,13517.0,United Kingdom
537764,20961,STRAWBERRY BATH SPONGE ,1,08/12/2010 12:06,1.25,16893.0,United Kingdom
562213,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,03/08/2011 13:39,0.83,13975.0,United Kingdom
562085,23293,SET OF 12 FAIRY CAKE BAKING CASES,12,02/08/2011 12:27,0.83,15228.0,United Kingdom
576837,47480,HANGING PHOTO CLIP ROPE LADDER,2,16/11/2011 15:16,3.29,,United Kingdom
579556,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,30/11/2011 11:17,1.25,17835.0,United Kingdom
576405,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6,15/11/2011 11:14,0.85,13735.0,United Kingdom
546116,22927,GREEN GIANT GARDEN THERMOMETER,4,09/03/2011 13:53,5.95,15367.0,United Kingdom
563404,21063,PARTY INVITES JAZZ HEARTS,12,16/08/2011 11:04,0.85,16303.0,United Kingdom
580694,84884A,ANT WHITE WIRE HEART SPIRAL,10,05/12/2011 16:00,1.95,16600.0,United Kingdom
581404,22413,METAL SIGN TAKE IT OR LEAVE IT ,4,08/12/2011 13:47,2.95,13680.0,United Kingdom
C574339,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-4,04/11/2011 10:07,4.95,14629.0,United Kingdom
574149,23566,EGG CUP MILKMAID HEIDI,12,03/11/2011 11:29,1.25,13709.0,United Kingdom
544885,22788,BROCANTE COAT RACK,1,24/02/2011 11:38,9.95,14243.0,United Kingdom
C576561,75049L,LARGE CIRCULAR MIRROR MOBILE,-3,15/11/2011 13:22,0.85,15311.0,United Kingdom
547209,21976,PACK OF 60 MUSHROOM CAKE CASES,24,21/03/2011 14:44,0.55,13081.0,United Kingdom
575875,23129,HEART SHAPED HOLLY WREATH,1,11/11/2011 13:06,8.29,,United Kingdom
569572,16156S,WRAP PINK FAIRY CAKES ,600,05/10/2011 10:10,0.36,16684.0,United Kingdom
578833,22499,WOODEN UNION JACK BUNTING,2,25/11/2011 15:23,8.29,,United Kingdom
544933,22343,PARTY PIZZA DISH RED RETROSPOT,24,25/02/2011 08:44,0.85,12633.0,Germany
577076,22383,LUNCH BAG SUKI DESIGN ,2,17/11/2011 15:08,1.65,14362.0,United Kingdom
581015,22343,PARTY PIZZA DISH RED RETROSPOT,24,07/12/2011 09:35,0.19,13949.0,United Kingdom
551400,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,28/04/2011 13:18,2.08,17160.0,United Kingdom
580208,23358,HOT STUFF HOT WATER BOTTLE,6,02/12/2011 12:07,3.75,13468.0,United Kingdom
575985,22704,WRAP RED APPLES ,25,13/11/2011 14:09,0.42,17841.0,United Kingdom
554131,21232,STRAWBERRY CERAMIC TRINKET BOX,12,23/05/2011 09:43,1.25,13988.0,United Kingdom
563370,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,16/08/2011 09:34,2.95,16153.0,United Kingdom
565129,23201,JUMBO BAG ALPHABET,2,01/09/2011 12:41,2.08,15719.0,United Kingdom
536749,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,02/12/2010 13:49,4.95,17976.0,United Kingdom
559816,85176,SEWING SUSAN 21 NEEDLE SET,3,12/07/2011 16:11,0.79,,United Kingdom
565442,22200,FRYING PAN PINK POLKADOT,4,04/09/2011 14:09,4.25,12627.0,Germany
548920,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,05/04/2011 10:19,0.65,13018.0,United Kingdom
564050,22355,CHARLOTTE BAG SUKI DESIGN,10,22/08/2011 13:32,0.85,17160.0,United Kingdom
541592,22317,FIVE CATS HANGING DECORATION,4,19/01/2011 15:08,2.46,,United Kingdom
547327,22138,BAKING SET 9 PIECE RETROSPOT ,3,22/03/2011 11:28,4.95,12681.0,France
C547725,22396,MAGNETS PACK OF 4 RETRO PHOTO,-6,25/03/2011 10:43,1.25,,United Kingdom
564837,85176,SEWING SUSAN 21 NEEDLE SET,2,30/08/2011 12:40,1.63,,United Kingdom
547510,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,23/03/2011 13:42,1.65,15245.0,United Kingdom
541518,82613D,METAL SIGN CUPCAKE SINGLE HOOK,20,19/01/2011 09:05,0.42,12451.0,Switzerland
561214,21314,SMALL GLASS HEART TRINKET POT,2,25/07/2011 17:00,4.13,,United Kingdom
556434,22969,HOMEMADE JAM SCENTED CANDLES,12,10/06/2011 14:06,1.45,14895.0,United Kingdom
566008,21864,UNION JACK FLAG PASSPORT COVER ,2,08/09/2011 12:04,2.1,16426.0,United Kingdom
549310,22084,PAPER CHAIN KIT EMPIRE,18,08/04/2011 09:20,2.95,16325.0,United Kingdom
C545516,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,03/03/2011 12:11,1.25,14276.0,United Kingdom
555739,20685,DOORMAT RED RETROSPOT,2,07/06/2011 09:49,7.95,12380.0,Belgium
552864,21238,RED RETROSPOT CUP,6,11/05/2011 17:13,0.85,13235.0,United Kingdom
574265,48194,DOORMAT HEARTS,2,03/11/2011 14:17,8.25,15605.0,United Kingdom
546543,22355,CHARLOTTE BAG SUKI DESIGN,2,14/03/2011 15:40,0.85,17841.0,United Kingdom
569866,22995,TRAVEL CARD WALLET SUKI,2,06/10/2011 14:50,0.42,12757.0,Portugal
556130,22090,PAPER BUNTING RETROSPOT,24,09/06/2011 10:48,2.95,15738.0,United Kingdom
575760,23365,SET 12 COLOUR PENCILS LOVE LONDON,4,11/11/2011 10:50,0.65,15965.0,United Kingdom
546330,22241,GARLAND WOODEN HAPPY EASTER,12,11/03/2011 10:30,1.25,16817.0,United Kingdom
538524,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,2,13/12/2010 09:35,3.36,,United Kingdom
552166,22156,HEART DECORATION WITH PEARLS ,12,06/05/2011 12:21,0.85,13475.0,United Kingdom
553369,22699,ROSES REGENCY TEACUP AND SAUCER ,4,16/05/2011 14:30,2.95,15044.0,United Kingdom
553189,20751,FUNKY WASHING UP GLOVES ASSORTED,2,15/05/2011 13:14,2.1,15033.0,United Kingdom
538453,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1,12/12/2010 12:26,4.25,16779.0,United Kingdom
580744,22939,ADULT APRON APPLE DELIGHT,50,06/12/2011 09:31,4.25,13694.0,United Kingdom
550183,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,14/04/2011 17:58,2.55,14105.0,United Kingdom
575739,23321,SMALL WHITE HEART OF WICKER,8,11/11/2011 09:05,3.29,,United Kingdom
559922,22679,FRENCH BLUE METAL DOOR SIGN 4,10,13/07/2011 15:50,1.25,14400.0,United Kingdom
544208,21658,GLASS  BEURRE DISH,1,17/02/2011 10:34,8.29,,United Kingdom
577519,16011,ANIMAL STICKERS,24,20/11/2011 13:20,0.21,15044.0,United Kingdom
537141,22191,IVORY DINER WALL CLOCK,1,05/12/2010 12:57,8.5,15570.0,United Kingdom
565673,47566,PARTY BUNTING,8,06/09/2011 09:45,4.95,14441.0,United Kingdom
575919,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,11/11/2011 17:00,3.29,15311.0,United Kingdom
577169,21616,4 PEAR BOTANICAL DINNER CANDLES,12,18/11/2011 10:42,1.25,14641.0,United Kingdom
536972,48138,DOORMAT UNION FLAG,2,03/12/2010 13:42,7.95,16926.0,United Kingdom
546008,16236,KITTY PENCIL ERASERS,1,08/03/2011 15:43,0.42,,United Kingdom
574298,21481,FAWN BLUE HOT WATER BOTTLE,1,03/11/2011 15:56,7.46,,United Kingdom
542373,22960,JAM MAKING SET WITH JARS,12,27/01/2011 13:38,3.75,16767.0,United Kingdom
570455,23356,LOVE HOT WATER BOTTLE,1,10/10/2011 15:27,5.95,14529.0,United Kingdom
564543,23329,DECORATIVE WICKER HEART LARGE,12,25/08/2011 15:49,1.65,16818.0,United Kingdom
C562709,22197,POPCORN HOLDER,-3,08/08/2011 14:32,0.72,17511.0,United Kingdom
559004,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,05/07/2011 12:23,0.55,12428.0,Finland
568833,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,29/09/2011 11:39,1.25,17348.0,United Kingdom
546911,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,17/03/2011 19:47,4.25,17725.0,United Kingdom
547386,22508,DOORSTOP RETROSPOT HEART,1,22/03/2011 15:52,7.46,,United Kingdom
578067,21494,ROTATING LEAVES T-LIGHT HOLDER,7,22/11/2011 15:43,2.46,,United Kingdom
565917,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,07/09/2011 16:15,1.24,,United Kingdom
566446,22915,ASSORTED BOTTLE TOP  MAGNETS ,6,12/09/2011 15:40,0.83,,United Kingdom
571229,23451,SQUARE MINI PORTRAIT FRAME,6,14/10/2011 14:04,1.95,15453.0,United Kingdom
578149,23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,23/11/2011 11:11,3.29,,United Kingdom
C541821,22973,CHILDREN'S CIRCUS PARADE MUG,-1,21/01/2011 16:41,1.65,15281.0,United Kingdom
576842,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,24,16/11/2011 15:31,0.39,13599.0,United Kingdom
540551,21544,SKULLS  WATER TRANSFER TATTOOS ,2,10/01/2011 09:43,1.66,,United Kingdom
564335,22413,METAL SIGN TAKE IT OR LEAVE IT ,2,24/08/2011 14:23,2.95,15800.0,United Kingdom
579301,21231,SWEETHEART CERAMIC TRINKET BOX,1,29/11/2011 11:32,1.25,18118.0,United Kingdom
576176,20727,LUNCH BAG  BLACK SKULL.,1,14/11/2011 11:04,1.65,16936.0,United Kingdom
552185,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,06/05/2011 13:52,4.15,12921.0,United Kingdom
555631,21158,MOODY GIRL DOOR HANGER ,4,06/06/2011 12:06,1.45,18118.0,United Kingdom
581498,20712,JUMBO BAG WOODLAND ANIMALS,3,09/12/2011 10:26,4.13,,United Kingdom
578074,23109,PACK OF SIX LED TEA LIGHTS,6,22/11/2011 16:06,2.89,17590.0,United Kingdom
575686,23344,JUMBO BAG 50'S CHRISTMAS ,20,10/11/2011 15:59,2.08,17716.0,United Kingdom
553014,85049E,SCANDINAVIAN REDS RIBBONS,2,12/05/2011 18:49,1.25,13451.0,United Kingdom
560772,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,1,20/07/2011 16:12,2.48,,United Kingdom
573390,23319,BOX OF 6 MINI 50'S CRACKERS,12,30/10/2011 14:53,2.49,17213.0,United Kingdom
572969,22698,PINK REGENCY TEACUP AND SAUCER,6,27/10/2011 10:46,2.95,13363.0,United Kingdom
542578,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,28/01/2011 14:57,1.25,13709.0,United Kingdom
581174,71477,COLOURED GLASS STAR T-LIGHT HOLDER,24,07/12/2011 15:08,3.29,13769.0,United Kingdom
558628,22704,WRAP RED APPLES ,25,30/06/2011 17:59,0.42,12626.0,Germany
572074,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,4,20/10/2011 13:54,0.85,16284.0,United Kingdom
566446,21787,RAIN PONCHO RETROSPOT,1,12/09/2011 15:40,1.63,,United Kingdom
564095,23254,KIDS CUTLERY DOLLY GIRL ,4,23/08/2011 10:31,4.15,14930.0,Channel Islands
574040,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1,02/11/2011 13:01,4.25,14974.0,United Kingdom
560447,22729,ALARM CLOCK BAKELIKE ORANGE,12,19/07/2011 09:24,3.75,13756.0,United Kingdom
543979,37446,MINI CAKE STAND WITH HANGING CAKES,1,14/02/2011 15:43,1.45,14606.0,United Kingdom
547194,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,21/03/2011 12:42,2.95,12637.0,France
549970,22189,CREAM HEART CARD HOLDER,4,13/04/2011 14:25,3.95,15026.0,United Kingdom
581400,20713,JUMBO BAG OWLS,1,08/12/2011 13:36,2.08,14056.0,United Kingdom
566757,21975,PACK OF 60 DINOSAUR CAKE CASES,7,14/09/2011 15:54,0.55,,United Kingdom
571441,22381,TOY TIDY PINK POLKADOT,1,17/10/2011 13:31,4.13,14096.0,United Kingdom
561371,23309,SET OF 60 I LOVE LONDON CAKE CASES ,7,26/07/2011 16:25,1.25,,United Kingdom
547882,21313,GLASS HEART T-LIGHT HOLDER ,12,28/03/2011 07:53,0.85,14911.0,EIRE
543978,22149,FELTCRAFT 6 FLOWER FRIENDS,2,14/02/2011 15:37,2.1,12867.0,United Kingdom
544681,22628,PICNIC BOXES SET OF 3 RETROSPOT ,1,22/02/2011 16:28,9.96,,United Kingdom
C537444,22580,ADVENT CALENDAR GINGHAM SACK,-8,07/12/2010 08:42,5.95,14850.0,United Kingdom
564535,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,25/08/2011 15:10,0.83,18075.0,United Kingdom
546028,84992,72 SWEETHEART FAIRY CAKE CASES,24,09/03/2011 08:33,0.55,17049.0,United Kingdom
540995,20682,RED RETROSPOT CHILDRENS UMBRELLA,2,13/01/2011 09:30,6.63,,United Kingdom
581310,22584,PACK OF 6 PANETTONE GIFT BOXES,2,08/12/2011 11:43,2.55,16442.0,United Kingdom
580436,23480,MINI LIGHTS WOODLAND MUSHROOMS,20,04/12/2011 12:17,3.75,13318.0,United Kingdom
548176,21317,GLASS SPHERE CANDLE STAND MEDIUM,2,29/03/2011 14:20,5.45,13439.0,United Kingdom
552574,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,10/05/2011 12:20,1.79,15311.0,United Kingdom
579634,21212,PACK OF 72 RETROSPOT CAKE CASES,24,30/11/2011 12:18,0.55,12598.0,France
577594,22617,BAKING SET SPACEBOY DESIGN,2,20/11/2011 16:07,4.95,13142.0,United Kingdom
568140,21915,RED  HARMONICA IN BOX ,12,25/09/2011 10:48,1.25,17411.0,United Kingdom
580704,23494,VINTAGE DOILY DELUXE SEWING KIT ,40,05/12/2011 16:26,5.95,17404.0,Sweden
536620,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,02/12/2010 10:27,2.95,14135.0,United Kingdom
556520,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,13/06/2011 11:10,8.5,14177.0,United Kingdom
566577,85123a,WHITE HANGING HEART T-LIGHT HOLDER,2,13/09/2011 13:29,6.63,,United Kingdom
537434,22792,FLUTED ANTIQUE CANDLE HOLDER,2,06/12/2010 16:57,1.66,,United Kingdom
536876,22600,CHRISTMAS RETROSPOT STAR WOOD,10,03/12/2010 11:36,1.66,,United Kingdom
546034,22900, SET 2 TEA TOWELS I LOVE LONDON ,12,09/03/2011 09:44,2.95,14032.0,United Kingdom
538349,79067,CORONA MEXICAN TRAY,1,10/12/2010 14:59,8.47,,United Kingdom
559043,21328,BALLOONS  WRITING SET ,1,05/07/2011 15:35,3.29,,United Kingdom
560634,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,20/07/2011 10:51,0.12,16133.0,United Kingdom
552285,21329,DINOSAURS  WRITING SET ,2,08/05/2011 12:58,1.65,14684.0,United Kingdom
572098,21931,JUMBO STORAGE BAG SUKI,10,20/10/2011 15:38,2.08,15117.0,United Kingdom
578067,21905,MORE BUTTER METAL SIGN ,1,22/11/2011 15:43,1.63,,United Kingdom
547883,22938,CUPCAKE LACE PAPER SET 6,12,28/03/2011 08:40,1.95,14755.0,United Kingdom
566163,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,09/09/2011 11:48,0.85,12637.0,France
570225,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,09/10/2011 13:15,0.55,16595.0,United Kingdom
579284,22659,LUNCH BOX I LOVE LONDON,128,29/11/2011 10:52,1.65,15061.0,United Kingdom
536845,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,02/12/2010 19:18,3.75,17961.0,United Kingdom
548728,21935,SUKI  SHOULDER BAG,10,04/04/2011 09:55,1.65,13198.0,United Kingdom
560090,85053,FRENCH ENAMEL CANDLEHOLDER,1,14/07/2011 16:46,4.13,,United Kingdom
578689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,25/11/2011 09:31,2.55,15793.0,United Kingdom
578233,20727,LUNCH BAG  BLACK SKULL.,10,23/11/2011 12:20,1.65,14049.0,United Kingdom
543470,22090,PAPER BUNTING RETROSPOT,6,08/02/2011 14:58,2.95,16951.0,United Kingdom
580600,23265,SET OF 3 WOODEN TREE DECORATIONS,3,05/12/2011 11:13,1.25,12841.0,United Kingdom
573116,22158,3 HEARTS HANGING DECORATION RUSTIC,16,27/10/2011 15:49,2.95,14525.0,United Kingdom
554939,85099F,JUMBO BAG STRAWBERRY,2,27/05/2011 13:49,2.08,15311.0,United Kingdom
561686,23322,LARGE WHITE HEART OF WICKER,6,29/07/2011 08:29,2.95,13148.0,United Kingdom
559933,20829,GLITTER HANGING BUTTERFLY STRING,1,14/07/2011 09:54,2.1,16719.0,United Kingdom
567850,22150,3 STRIPEY MICE FELTCRAFT,6,22/09/2011 13:18,1.95,15067.0,United Kingdom
555275,22747,POPPY'S PLAYHOUSE BATHROOM,1,01/06/2011 17:18,4.13,,United Kingdom
554837,22606,WOODEN SKITTLES GARDEN SET,4,26/05/2011 16:30,15.95,14584.0,United Kingdom
567213,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,19/09/2011 11:04,2.95,14684.0,United Kingdom
572212,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,192,21/10/2011 12:25,0.36,13918.0,United Kingdom
568180,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,25/09/2011 13:42,3.75,15429.0,United Kingdom
574592,23491,VINTAGE JINGLE BELLS HEART,2,06/11/2011 10:49,8.25,14820.0,United Kingdom
562934,22383,LUNCH BAG SUKI DESIGN ,4,10/08/2011 16:56,4.13,,United Kingdom
580695,22215,CAKE STAND WHITE TWO TIER LACE,1,05/12/2011 16:03,2.95,13230.0,United Kingdom
542536,21485,RETROSPOT HEART HOT WATER BOTTLE,1,28/01/2011 13:37,7.46,,United Kingdom
545705,21888,BINGO SET,4,07/03/2011 09:00,3.75,15554.0,United Kingdom
546914,22961,JAM MAKING SET PRINTED,24,18/03/2011 08:12,1.45,13072.0,United Kingdom
558382,23029,DRAWER KNOB CRACKLE GLAZE GREEN,24,28/06/2011 17:28,1.65,17997.0,United Kingdom
579516,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2,29/11/2011 17:52,1.45,17841.0,United Kingdom
540260,22984,CARD GINGHAM ROSE ,12,06/01/2011 09:40,0.42,13097.0,United Kingdom
566562,22562,MONSTERS STENCIL CRAFT,6,13/09/2011 12:18,1.25,17365.0,United Kingdom
561028,23550,WRAP ALPHABET POSTER  ,25,24/07/2011 11:06,0.42,17769.0,United Kingdom
552278,22685,FRENCH BLUE METAL DOOR SIGN 0,1,08/05/2011 12:36,1.25,15059.0,United Kingdom
566023,22295,HEART FILIGREE DOVE LARGE,24,08/09/2011 12:48,1.65,12955.0,United Kingdom
538148,22629,SPACEBOY LUNCH BOX ,4,09/12/2010 16:26,2.51,,United Kingdom
546837,21535,RED RETROSPOT SMALL MILK JUG,6,17/03/2011 12:37,2.55,13650.0,United Kingdom
565231,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,02/09/2011 09:26,2.46,,United Kingdom
550481,22723,SET OF 6 HERB TINS SKETCHBOOK,1,18/04/2011 14:08,3.95,17634.0,United Kingdom
573274,22114,HOT WATER BOTTLE TEA AND SYMPATHY,34,28/10/2011 13:10,9.13,,United Kingdom
565415,21507,ELEPHANT BIRTHDAY CARD ,12,04/09/2011 12:00,0.42,14067.0,United Kingdom
536551,22625,RED KITCHEN SCALES,1,01/12/2010 14:34,8.5,17346.0,United Kingdom
543237,21212,PACK OF 72 RETROSPOT CAKE CASES,14,04/02/2011 13:39,2.08,,United Kingdom
567656,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,21/09/2011 14:40,2.46,14096.0,United Kingdom
559993,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,14/07/2011 12:42,2.08,14716.0,United Kingdom
541971,22132,RED LOVE HEART SHAPE CUP,3,24/01/2011 13:48,1.63,,United Kingdom
544933,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,25/02/2011 08:44,2.95,12633.0,Germany
562096,71459,HANGING JAM JAR T-LIGHT HOLDER,96,02/08/2011 13:16,0.72,15311.0,United Kingdom
559055,22962,JAM JAR WITH PINK LID,2,05/07/2011 17:09,1.63,,United Kingdom
546367,22502,PICNIC BASKET WICKER SMALL,16,11/03/2011 11:38,4.95,15513.0,United Kingdom
557518,22907,PACK OF 20 NAPKINS PANTRY DESIGN,6,20/06/2011 17:14,0.85,15280.0,United Kingdom
537176,22792,FLUTED ANTIQUE CANDLE HOLDER,12,05/12/2010 13:26,0.85,16411.0,United Kingdom
572192,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,21/10/2011 11:30,2.95,18118.0,United Kingdom
537237,22759,SET OF 3 NOTEBOOKS IN PARCEL,7,06/12/2010 09:58,3.36,,United Kingdom
571433,85049E,SCANDINAVIAN REDS RIBBONS,12,17/10/2011 13:19,1.25,13015.0,United Kingdom
547398,48116,DOORMAT MULTICOLOUR STRIPE,1,22/03/2011 16:55,14.13,,United Kingdom
572880,23439,HAND WARMER RED LOVE HEART,1,26/10/2011 13:35,2.1,16415.0,United Kingdom
553544,22936,BAKING MOULD ROSE WHITE CHOCOLATE,1,17/05/2011 15:36,6.63,,United Kingdom
560473,22027,TEA PARTY BIRTHDAY CARD,12,19/07/2011 10:42,0.42,12431.0,Australia
545667,22748,POPPY'S PLAYHOUSE KITCHEN,3,04/03/2011 16:07,4.13,,United Kingdom
